variety,pricing,location,sales
strawberry,2.48163553305465,beach,0
vanilla,4.4859418139976395,mall,0
vanilla,3.3180341860997946,beach,1
chocolate,2.4910594076828936,mall,0
chocolate,2.9705932604578678,mall,0
strawberry,2.3455776874807803,mall,0
strawberry,3.130530894254958,park,0
vanilla,1.827708607061896,mall,0
strawberry,4.10950178757213,mall,1
strawberry,4.160626671264866,beach,0
strawberry,3.242608148452493,mall,0
vanilla,2.8202525530848384,mall,0
strawberry,3.2807674790282455,mall,0
strawberry,3.1844057802099326,mall,0
vanilla,3.580844608059828,park,1
strawberry,3.5709472853831663,mall,0
strawberry,3.3099699539584932,mall,0
chocolate,3.549054396908521,mall,0
vanilla,3.5710273259652516,mall,0
chocolate,4.148132174861996,mall,1
strawberry,1.9099096918762597,mall,0
vanilla,3.8077114523519153,mall,0
vanilla,2.976759219726218,mall,0
strawberry,2.371999431073578,park,1
vanilla,3.6009692381565817,mall,1
vanilla,1.814065509697936,beach,1
vanilla,4.753525011514713,mall,0
strawberry,1.653858257582645,beach,0
vanilla,2.565927442922174,mall,0
strawberry,2.0444821706021408,beach,0
strawberry,4.170474623493112,beach,0
chocolate,1.829019328701472,park,0
vanilla,2.0813525032244566,mall,0
chocolate,1.853062387099648,mall,0
chocolate,3.3226142886961645,park,0
chocolate,1.3853264832571937,park,0
vanilla,1.7867076712485732,park,0
strawberry,4.237000655567098,mall,0
vanilla,2.3950883749091743,beach,1
vanilla,4.236594143635627,park,0
vanilla,4.06557760395728,mall,0
chocolate,3.4520430898150365,park,1
vanilla,1.6092344179294158,park,0
chocolate,3.2017481388068285,park,1
vanilla,3.0657966430523866,park,0
strawberry,4.035347811544793,park,1
vanilla,3.5692634626952873,mall,0
chocolate,2.418643105536845,park,0
strawberry,2.6885933262614703,beach,1
chocolate,2.741481948768148,mall,0
strawberry,3.859918742635787,beach,1
chocolate,3.0597647343695393,beach,0
strawberry,1.2677078418814807,beach,0
vanilla,1.0940666072221785,mall,0
strawberry,1.3052774137303509,beach,0
strawberry,4.243353560708401,beach,0
vanilla,2.357909379459182,beach,1
strawberry,1.453368919451024,beach,0
strawberry,3.447802059678148,park,0
strawberry,2.566073227871999,mall,0
vanilla,4.173713338531733,mall,0
vanilla,2.634431001370358,mall,0
chocolate,2.04820371446152,mall,0
strawberry,2.4664886588837955,park,1
strawberry,3.482207478442831,park,0
chocolate,2.610019931740658,park,0
chocolate,3.5974170365283262,park,1
strawberry,1.6797910716679272,mall,0
chocolate,3.7472753394500606,park,0
vanilla,4.334164973074123,beach,0
chocolate,1.8545489448366381,mall,0
strawberry,4.620668551477889,park,0
chocolate,2.058183757619271,park,0
vanilla,4.515010369735414,park,0
chocolate,2.7451735890194713,park,0
strawberry,3.3152505466254754,park,0
strawberry,2.4961529264747964,beach,0
vanilla,2.2798594871396203,mall,0
strawberry,3.0354359509849487,mall,0
strawberry,2.2172674914948485,beach,0
vanilla,2.0106221381769576,park,0
strawberry,2.7254867420572277,park,0
strawberry,3.0065516127704908,beach,0
chocolate,4.468257008011161,park,0
strawberry,3.2180719066105983,park,0
chocolate,4.703045088446017,beach,0
chocolate,3.674204528844683,park,0
chocolate,2.298729743023531,mall,0
vanilla,1.2447289545278974,mall,0
strawberry,4.530195780362064,mall,1
chocolate,4.930852747312114,park,0
strawberry,2.55064536420501,park,0
chocolate,3.101255538149565,mall,0
vanilla,3.9488637404620595,beach,0
vanilla,3.7564916616710247,park,0
strawberry,4.423736057367738,beach,0
chocolate,3.2868283802216673,beach,0
strawberry,2.358167209914062,beach,0
chocolate,3.004913785306376,beach,1
strawberry,0.5006013206674207,park,0
strawberry,3.683665615027726,mall,0
strawberry,3.5694182937225083,beach,0
strawberry,3.833307433294108,park,1
chocolate,4.632554746996183,park,1
strawberry,2.2177738865736494,beach,1
vanilla,3.3914492759108876,park,0
chocolate,3.7673645378443776,mall,0
strawberry,4.306037528611588,beach,1
vanilla,2.958778077104768,park,0
strawberry,4.0763378201199405,beach,0
vanilla,1.7493359513325226,beach,1
strawberry,4.399193421426845,mall,0
strawberry,5.148529660283376,beach,0
chocolate,2.929986235381207,mall,1
strawberry,0.12218519438715791,park,1
strawberry,1.3891514829599183,park,0
chocolate,1.528459824723554,mall,0
vanilla,2.995308493593271,mall,0
vanilla,1.489998157754109,mall,1
chocolate,1.6282431871319487,park,0
vanilla,2.092720264541002,beach,1
chocolate,2.395850635966213,mall,0
chocolate,3.9270274689860623,beach,0
chocolate,2.347626782617105,beach,0
strawberry,4.310400434063479,mall,1
chocolate,3.88261451067566,beach,0
chocolate,1.5422381183914629,beach,0
strawberry,2.888492597375461,beach,0
strawberry,3.0489717396399163,park,0
chocolate,5.7276426750937235,park,0
vanilla,3.8632423169418173,beach,0
chocolate,2.0039590973049717,beach,0
chocolate,3.1109033558599384,mall,0
vanilla,4.8680443841539764,mall,1
chocolate,2.695266113109206,beach,1
chocolate,2.7991495107411493,beach,0
strawberry,4.297404493963256,mall,0
chocolate,3.285534683310879,park,0
strawberry,1.0080596618151694,beach,0
strawberry,4.679169339753549,beach,0
strawberry,2.511368435531268,beach,1
chocolate,2.419700198553939,beach,0
chocolate,3.3200830859093724,mall,0
vanilla,2.476694726909625,beach,1
strawberry,4.5861988092148565,beach,1
strawberry,4.5706329521398485,mall,0
chocolate,2.3568063368547048,mall,0
vanilla,3.523825675491788,park,1
vanilla,3.26499204052871,beach,1
strawberry,2.6161553919007154,mall,0
chocolate,3.454385547470135,beach,0
chocolate,4.641289234020994,mall,0
strawberry,2.708447332750987,mall,0
chocolate,3.7491152725018093,park,0
chocolate,5.602751509594899,park,0
chocolate,1.375586814069421,mall,0
strawberry,3.4483171285367975,mall,0
vanilla,1.4833730657359723,park,1
chocolate,4.357795844533277,mall,0
chocolate,3.3531229096383504,beach,0
vanilla,4.21959984801749,park,0
vanilla,2.613587522002267,park,1
strawberry,2.3739292938041645,park,0
strawberry,3.6961105880912726,park,0
chocolate,5.131191224812497,mall,0
strawberry,3.2030353180154267,beach,1
chocolate,2.9047837318302805,beach,0
chocolate,2.6923263135090694,park,0
chocolate,4.221669402107874,mall,0
chocolate,1.7913792767832943,park,1
strawberry,2.265594004864976,park,0
chocolate,2.8420909703945343,park,0
strawberry,1.953037806552728,mall,0
chocolate,2.8660628831398456,park,0
strawberry,2.8353826176374595,park,0
vanilla,2.211553188692271,beach,1
chocolate,1.7485279625326868,park,0
strawberry,4.437053038989483,mall,0
strawberry,3.9204763621134635,park,0
strawberry,3.0059504991740633,park,0
vanilla,3.117663415211438,mall,1
strawberry,1.9983965027965371,beach,0
strawberry,2.920960023457356,park,0
vanilla,4.633935160892146,mall,0
vanilla,3.3461947282833115,beach,1
vanilla,2.8826188645509037,park,0
chocolate,3.0876372858163372,beach,0
vanilla,3.773647981786059,beach,0
chocolate,1.5961586435914406,mall,0
chocolate,3.0959626833800624,beach,0
vanilla,4.4286110833703445,park,0
vanilla,3.4357668828576937,mall,0
strawberry,2.2574060872956156,mall,1
strawberry,5.417056315303935,mall,0
chocolate,2.835263097480963,park,0
chocolate,2.1491661348036675,park,1
vanilla,4.357829940642169,mall,0
vanilla,2.5803535651065275,park,0
strawberry,2.6365710853642876,beach,1
strawberry,3.476230864921467,park,0
vanilla,3.406279141937707,beach,1
chocolate,1.962953250453037,park,0
strawberry,0.6069111707070158,mall,0
chocolate,1.6850322552718777,park,0
strawberry,1.48562537478738,mall,0
strawberry,3.7926906590339176,park,0
chocolate,2.9453902678263106,mall,0
vanilla,1.2494992555803555,beach,1
chocolate,2.020097219225433,park,1
chocolate,3.4293096629879063,mall,0
chocolate,1.6053166176603881,beach,0
chocolate,2.5349077538176865,park,0
vanilla,4.066313205995947,mall,0
strawberry,1.9331749843389738,park,0
chocolate,3.9141597290317227,mall,0
vanilla,3.0954887376754616,mall,0
chocolate,3.0183930492767037,mall,0
chocolate,3.7587130492775644,mall,0
strawberry,4.044004872871128,mall,0
chocolate,4.85912995716609,beach,1
vanilla,2.5989457964744007,park,0
strawberry,2.339521901869114,mall,0
strawberry,2.8518704896648623,mall,0
strawberry,3.1846545784766884,park,0
chocolate,0.9010982175887827,beach,0
chocolate,5.692511537081211,mall,1
strawberry,4.486805473700681,beach,0
chocolate,3.634694754589553,beach,0
chocolate,1.9627902897340916,mall,0
chocolate,2.70708472821221,beach,1
strawberry,4.83339306305057,park,1
vanilla,4.09549853168888,park,0
vanilla,2.821471335572423,mall,0
strawberry,3.220987060067072,mall,0
strawberry,3.738390890492527,mall,0
strawberry,3.5747535718310264,beach,0
vanilla,2.212203546873076,mall,0
vanilla,3.4791908555019777,park,0
vanilla,4.466404273247644,beach,0
strawberry,1.3440960026983841,mall,0
strawberry,2.561839434096758,park,1
strawberry,3.2087522950121916,beach,0
chocolate,3.414060332300939,mall,1
strawberry,2.610236349084572,mall,0
vanilla,3.7013371864217315,park,1
chocolate,1.5510056865047726,mall,0
chocolate,2.412165893230942,park,0
chocolate,2.8264858022416313,beach,0
chocolate,2.1059740032203127,beach,1
vanilla,2.694151406453743,park,0
vanilla,2.2443904972378226,mall,0
vanilla,1.9305777957312646,beach,1
chocolate,4.760161066834512,mall,0
chocolate,3.514516905210303,park,0
strawberry,4.933091958659643,beach,1
chocolate,4.920750779250408,beach,0
strawberry,3.032530598178184,mall,0
chocolate,2.4190609018699267,beach,0
vanilla,3.8357076654715723,mall,0
vanilla,4.663984940518434,mall,0
chocolate,3.367061462371715,beach,0
vanilla,3.5079873681504776,park,0
strawberry,3.5933253467818957,mall,0
vanilla,1.8011330823798712,park,0
strawberry,2.748588335627045,beach,0
vanilla,3.8352619451953585,beach,0
chocolate,4.614847692403625,park,0
chocolate,4.255974961053991,mall,0
chocolate,3.8260292693749305,park,1
strawberry,3.0289584195457495,beach,1
strawberry,1.9437961780682034,mall,1
chocolate,3.681731157909514,beach,1
strawberry,2.011775390285951,park,0
vanilla,3.513975975960885,park,0
vanilla,1.7428677731408055,beach,1
chocolate,2.2449621795462122,beach,1
strawberry,4.135771330897476,park,0
chocolate,3.7017846055203614,beach,1
chocolate,3.580368217799199,mall,0
strawberry,4.126799837508505,beach,0
vanilla,3.3559161311125307,mall,0
vanilla,2.4919561360217486,beach,1
chocolate,4.824380796108047,mall,0
vanilla,4.263468044189915,beach,0
vanilla,1.9185369322094248,beach,1
chocolate,2.568008402488768,beach,1
chocolate,1.7284944270899725,mall,1
vanilla,2.0399903820714216,beach,1
vanilla,2.0347429072585035,park,0
strawberry,3.0036012862928865,park,0
vanilla,4.071190449129451,mall,0
vanilla,4.23469432139658,mall,0
strawberry,4.070681195049719,park,0
vanilla,2.678703588252417,mall,1
strawberry,2.8018651706027438,park,0
chocolate,1.2358657654770293,mall,1
vanilla,2.4952489555706454,mall,0
chocolate,4.303333715073755,beach,0
vanilla,2.5931941300295627,beach,1
strawberry,3.4948505476604232,mall,1
vanilla,4.173396043092614,mall,0
chocolate,3.899389075772648,park,1
chocolate,3.816330831760253,beach,0
vanilla,1.7114764801927536,beach,1
vanilla,1.3528360577964063,park,0
vanilla,4.137637638495564,park,0
vanilla,2.421785565825828,park,0
chocolate,2.978903209492015,mall,0
vanilla,2.185101687172947,park,0
strawberry,3.0338451269263795,beach,0
strawberry,2.8606900107985136,mall,1
strawberry,2.4315492859822876,beach,0
chocolate,4.634658837005253,mall,0
vanilla,5.915065387113209,park,0
strawberry,1.2076028663282088,park,0
vanilla,5.343975921557373,mall,0
vanilla,3.222330018413578,mall,0
strawberry,4.221956846645395,beach,0
vanilla,2.780853966972224,park,0
vanilla,2.604050425047352,park,0
vanilla,2.4217397178068887,mall,0
chocolate,4.150282842839401,mall,1
strawberry,2.4361162169912007,beach,1
strawberry,2.9795047939822354,beach,0
strawberry,3.2852162990230904,mall,1
strawberry,0.584430244722077,park,0
strawberry,0.9890288488910595,mall,0
strawberry,3.5781877825324173,mall,0
chocolate,2.598931875024742,park,0
strawberry,3.9900670197630514,beach,0
strawberry,2.6525214765803504,mall,0
strawberry,1.4464325172570278,park,0
strawberry,2.094406280497826,park,0
chocolate,2.682423951197384,beach,0
vanilla,1.4583692642366008,mall,0
strawberry,2.3831197483784994,beach,0
vanilla,2.5473903132974747,beach,1
strawberry,4.170930016753882,park,0
strawberry,3.415278214648564,mall,0
strawberry,1.627122340409192,mall,0
chocolate,3.9715805899551295,beach,0
strawberry,3.9694938173042886,beach,0
chocolate,4.1508681510871455,beach,0
vanilla,4.100537731520169,park,1
vanilla,2.9457727675835788,mall,0
vanilla,2.993817994715129,beach,1
strawberry,2.013349255365913,mall,0
vanilla,3.686759050742849,park,0
vanilla,2.9133224293742432,mall,0
chocolate,2.416930644323855,park,0
chocolate,2.0418915475611654,beach,0
chocolate,2.0037715272041736,mall,1
vanilla,3.3087674075955005,mall,0
strawberry,3.5804351114227027,beach,0
strawberry,3.7504064857322126,park,0
chocolate,3.156467627221328,mall,1
chocolate,3.2618461516502886,park,1
chocolate,4.115928859183695,park,0
chocolate,3.555607158778669,park,0
strawberry,4.030435051643759,mall,0
chocolate,1.622945829088312,mall,1
vanilla,2.9653571950775426,mall,1
strawberry,4.423666651097247,park,1
strawberry,2.872949513095733,park,0
strawberry,2.7452302218748823,beach,0
chocolate,2.4744309701648186,park,0
strawberry,4.253042010893492,beach,0
chocolate,2.0540631376876277,beach,0
strawberry,2.88814051872296,park,1
vanilla,3.533309687007868,mall,0
vanilla,2.526106374496993,beach,1
vanilla,2.4257037525964735,beach,1
strawberry,2.0450442761183707,beach,1
vanilla,3.7976432425855804,park,0
chocolate,1.5514407813232467,park,1
vanilla,2.95885355168576,beach,1
vanilla,4.129527763316001,beach,0
chocolate,1.8461989004388306,park,0
vanilla,2.841998529862258,mall,0
vanilla,3.3974621861390712,park,0
vanilla,3.1013398937885186,park,1
strawberry,3.0699939845685242,beach,0
strawberry,4.723336532180527,park,0
vanilla,4.178544142305171,beach,0
chocolate,5.035926033709799,mall,0
strawberry,2.095587852275668,beach,1
strawberry,2.409177706009101,mall,0
strawberry,3.1188059119975247,beach,0
strawberry,1.8548460643521758,beach,0
strawberry,3.573997166823907,park,0
vanilla,3.8002270362496753,park,0
strawberry,2.8365002984967913,beach,0
chocolate,3.5204922969165864,beach,0
vanilla,0.8749321603604363,park,0
vanilla,3.708329613764672,beach,1
strawberry,5.224583678289488,park,0
chocolate,3.2512751529958974,mall,0
chocolate,5.284346290624736,park,0
strawberry,2.799800105957778,park,1
chocolate,3.1594846481011736,park,1
chocolate,2.9811196249768246,mall,0
vanilla,3.487492137917537,mall,1
strawberry,3.0687612516690326,park,0
strawberry,2.6237170694699343,mall,0
chocolate,4.1632954329021326,mall,0
strawberry,1.604575777127035,beach,0
vanilla,3.290362950362421,mall,1
chocolate,1.1884037049851686,mall,0
vanilla,3.926091334685134,beach,1
strawberry,2.5744754488955057,park,0
vanilla,1.55939032533436,park,0
chocolate,3.1372760719895814,mall,0
strawberry,1.644521436209989,mall,0
strawberry,1.8006546632508553,mall,0
vanilla,4.11922523268371,park,0
strawberry,2.8007375599386313,mall,0
chocolate,2.2685793300084547,mall,0
vanilla,4.121931465767063,park,1
vanilla,1.1971651313513518,park,0
vanilla,2.7425031871927956,mall,0
vanilla,5.582291613616215,beach,0
chocolate,2.803596100487447,beach,0
vanilla,4.4132207173120275,park,0
chocolate,4.903713430701425,mall,0
strawberry,4.064612525279963,park,0
chocolate,1.6707857343211394,park,0
strawberry,3.248031765980804,park,0
chocolate,0.37388113867966233,mall,0
chocolate,2.2733843434627694,beach,1
vanilla,2.1208980213225,beach,1
strawberry,1.2588260428094014,mall,0
chocolate,3.0475968760070535,mall,0
strawberry,4.284828290146851,beach,0
vanilla,3.545097236597898,beach,0
strawberry,2.0449569732743553,park,0
vanilla,2.3538608468495816,park,0
chocolate,5.598197443507931,mall,0
strawberry,4.042784553100929,park,0
vanilla,2.199924698259889,beach,1
strawberry,3.2627002156665292,park,0
strawberry,3.2730062311249988,park,0
chocolate,2.6560408230551706,beach,0
vanilla,3.3828268853568866,beach,1
strawberry,4.114040941902543,beach,1
vanilla,2.7939808472545837,mall,0
vanilla,3.9215458163958354,mall,0
vanilla,1.8029582020600772,park,1
strawberry,3.025189346055713,mall,1
chocolate,2.0334191470418324,park,0
vanilla,2.2223348103129528,mall,0
vanilla,3.2994135630185966,mall,0
vanilla,1.763965460529997,park,0
vanilla,2.5981293597050827,mall,0
strawberry,2.8366261239259902,park,0
strawberry,3.4262791184509553,park,0
chocolate,3.3153430572497995,mall,1
chocolate,5.15543545942716,mall,0
chocolate,3.4235757474248834,park,0
vanilla,1.4175571959249855,beach,1
chocolate,3.002708861738355,park,0
vanilla,2.9545544286394954,park,0
vanilla,1.0342075234757446,mall,0
